Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
Adelidae,Adela,ridingsella,,Adela ridingsella ,
Adelidae,Adela,stenoptera,,Adela stenoptera ,
Aididae,Aidos,amanda,,Aidos amanda ,
Aididae,Aidos,perfusa,admiranda,Aidos perfusa admiranda,
Alucitidae,Alucita,mulciber,,Alucita mulciber ,
Apatelodidae,Drepatelodes,tanais,,Drepatelodes tanais ,
Apatelodidae,Drepatelodes,umbrilinea,,Drepatelodes umbrilinea ,
Apatelodidae,Pantelodes,centralamericana,,Pantelodes centralamericana ,
Apatelodidae,Pantelodes,satellittia,,Pantelodes satellittia ,
Apatelodidae,Prothysana,felderi,,Prothysana felderi ,
Apatelodidae,Anticla,antica,,Anticla antica ,
Apatelodidae,Apatelodes,adrastia,,Apatelodes adrastia ,
Apatelodidae,Apatelodes,albipunctata,,Apatelodes albipunctata ,
Apatelodidae,Apatelodes,ardeola,,Apatelodes ardeola ,
Apatelodidae,Apatelodes,cirna,,Apatelodes cirna ,
Apatelodidae,Apatelodes,erotina,,Apatelodes erotina ,
Apatelodidae,Apatelodes,firmiana,,Apatelodes firmiana ,
Apatelodidae,Apatelodes,inviolata,,Apatelodes inviolata ,
Apatelodidae,Apatelodes,lapitha,,Apatelodes lapitha ,
Apatelodidae,Apatelodes,merlona,,Apatelodes merlona ,
Apatelodidae,Apatelodes,palma,,Apatelodes palma ,
Apatelodidae,Apatelodes,pandara,,Apatelodes pandara ,
Apatelodidae,Apatelodes,pandarioides,,Apatelodes pandarioides ,
Apatelodidae,Apatelodes,paratima,,Apatelodes paratima ,
Apatelodidae,Apatelodes,pudefacta,,Apatelodes pudefacta ,
Apatelodidae,Apatelodes,tuisa,,Apatelodes tuisa ,
Apatelodidae,Apatelodes,turrialba,,Apatelodes turrialba ,
Apatelodidae,Ephoria,lybia,,Ephoria lybia ,
Apatelodidae,Olceclostera,amoria,,Olceclostera amoria ,
Apatelodidae,Olceclostera,avangareza,,Olceclostera avangareza ,
Apatelodidae,Olceclostera,azteca,,Olceclostera azteca ,
Apatelodidae,Olceclostera,bifenestrata,,Olceclostera bifenestrata ,
Apatelodidae,Olceclostera,brama,,Olceclostera brama ,
Apatelodidae,Olceclostera,indentata,,Olceclostera indentata ,
Apatelodidae,Olceclostera,irrorata,,Olceclostera irrorata ,
Apatelodidae,Olceclostera,magniplaga,,Olceclostera magniplaga ,
Apatelodidae,Olceclostera,nigripuncta,,Olceclostera nigripuncta ,
Apatelodidae,Olceclostera,reperta,,Olceclostera reperta ,
Apatelodidae,Zanola,elongata,,Zanola elongata ,
Apatelodidae,Zanola,fieldi,,Zanola fieldi ,
Apatelodidae,Zanola,verago,,Zanola verago ,
Erebidae / Arctiinae,Agaraea,boettgeri,,Agaraea boettgeri ,
Erebidae / Arctiinae,Agaraea,inconspicua,,Agaraea inconspicua ,
Erebidae / Arctiinae,Agaraea,longicornis,,Agaraea longicornis ,
Erebidae / Arctiinae,Agaraea,minuta,,Agaraea minuta ,
Erebidae / Arctiinae,Agaraea,schausi,,Agaraea schausi ,
Erebidae / Arctiinae,Agaraea,semivitrea,,Agaraea semivitrea ,
Erebidae / Arctiinae,Amastus,aconia,rumina,Amastus aconia rumina,
Erebidae / Arctiinae,Amastus,episcotosia,,Amastus episcotosia ,
Erebidae / Arctiinae,Amastus,flavicauda,,Amastus flavicauda ,
Erebidae / Arctiinae,Amastus,rothschildi,,Amastus rothschildi ,
Erebidae / Arctiinae,Amastus,suffusa,,Amastus suffusa ,
Erebidae / Arctiinae,Amaxia,alejandraloriae,,Amaxia alejandraloriae ,
Erebidae / Arctiinae,Amaxia,apyga,,Amaxia apyga ,
Erebidae / Arctiinae,Amaxia,bella,,Amaxia bella ,
Erebidae / Arctiinae,Amaxia,brendacasperae,,Amaxia brendacasperae ,
Erebidae / Arctiinae,Amaxia,carinosa,,Amaxia carinosa ,
Erebidae / Arctiinae,Amaxia,chaon,,Amaxia chaon ,
Erebidae / Arctiinae,Amaxia,consistens,,Amaxia consistens ,
Erebidae / Arctiinae,Amaxia,costaricensis,,Amaxia costaricensis ,
Erebidae / Arctiinae,Amaxia,josealfredohernandezi,,Amaxia josealfredohernandezi ,
Erebidae / Arctiinae,Amaxia,lepida,,Amaxia lepida ,
Erebidae / Arctiinae,Amaxia,osmophora (Complex),,Amaxia osmophora (Complex) ,
Erebidae / Arctiinae,Amaxia,pandama,,Amaxia pandama ,
Erebidae / Arctiinae,Amaxia,pyga,,Amaxia pyga ,
Erebidae / Arctiinae,Amaxia,rocioecheverriae,,Amaxia rocioecheverriae ,
Erebidae / Arctiinae,Ammalo,helops,,Ammalo helops ,
Erebidae / Arctiinae,Amphelarctia,priscilla,,Amphelarctia priscilla ,
Erebidae / Arctiinae,Apantesis,proxima,,Apantesis proxima ,
Erebidae / Arctiinae,Apyre,separata,,Apyre separata ,
Erebidae / Arctiinae,Araeomolis,rhodographa,,Araeomolis rhodographa ,
Erebidae / Arctiinae,Arctiarpia,mossi,,Arctiarpia mossi ,
Erebidae / Arctiinae,Astralarctia,canalis,,Astralarctia canalis ,
Erebidae / Arctiinae,Baritius,angelagonzalezae,,Baritius angelagonzalezae ,
Erebidae / Arctiinae,Baritius,eleuthera,,Baritius eleuthera ,
Erebidae / Arctiinae,Baritius,eleutheroides,,Baritius eleutheroides ,
Erebidae / Arctiinae,Baritius,grandis,,Baritius grandis ,
Erebidae / Arctiinae,Baritius,maribellealvarezae,,Baritius maribellealvarezae ,
Erebidae / Arctiinae,Baritius,martajimenezae,,Baritius martajimenezae ,
Erebidae / Arctiinae,Baritius,sannionis,,Baritius sannionis ,
Erebidae / Arctiinae,Bernathonomus,aureopuncta,,Bernathonomus aureopuncta ,
Erebidae / Arctiinae,Bernathonomus,piperita,,Bernathonomus piperita ,
Erebidae / Arctiinae,Bertholdia,albipuncta,,Bertholdia albipuncta ,
Erebidae / Arctiinae,Bertholdia,crocea,,Bertholdia crocea ,
Erebidae / Arctiinae,Bertholdia,fumida,,Bertholdia fumida ,
Erebidae / Arctiinae,Bertholdia,myosticta,,Bertholdia myosticta ,
Erebidae / Arctiinae,Bertholdia,philotera,,Bertholdia philotera ,
Erebidae / Arctiinae,Bertholdia,specularis,,Bertholdia specularis ,
Erebidae / Arctiinae,Bertholdia,trigona,,Bertholdia trigona ,
Erebidae / Arctiinae,Bertholdia,yashoquintela,,Bertholdia yashoquintela ,
Erebidae / Arctiinae,Biturix,pellucida,,Biturix pellucida ,
Erebidae / Arctiinae,Biturix,venosata,,Biturix venosata ,
Erebidae / Arctiinae,Calidota,obscurata,,Calidota obscurata ,
Erebidae / Arctiinae,Carales,astur,,Carales astur ,
Erebidae / Arctiinae,Carathis,septentrionalis,,Carathis septentrionalis ,
Erebidae / Arctiinae,Castrica,phalaenoides,,Castrica phalaenoides ,
Erebidae / Arctiinae,Cercopimorpha,sylva,,Cercopimorpha sylva ,
Erebidae / Arctiinae,Chlorhoda,metaleuca,,Chlorhoda metaleuca ,
Erebidae / Arctiinae,Cissura,decora,,Cissura decora ,
Erebidae / Arctiinae,Cissura,plumbea,,Cissura plumbea ,
Erebidae / Arctiinae,Coiffaitarctia,steniptera,,Coiffaitarctia steniptera ,
Erebidae / Arctiinae,Cratoplastis,diluta,,Cratoplastis diluta ,
Erebidae / Arctiinae,Cresera,annulata,,Cresera annulata ,
Erebidae / Arctiinae,Cyanarctia,flavinigra,,Cyanarctia flavinigra ,
Erebidae / Arctiinae,Echeta,excavata,,Echeta excavata ,
Erebidae / Arctiinae,Elysius,aurantiacus,,Elysius aurantiacus ,
Erebidae / Arctiinae,Elysius,conjunctus,,Elysius conjunctus ,
Erebidae / Arctiinae,Elysius,conspersus,,Elysius conspersus ,
Erebidae / Arctiinae,Elysius,disciplaga,,Elysius disciplaga ,
Erebidae / Arctiinae,Elysius,melanoplaga,,Elysius melanoplaga ,
Erebidae / Arctiinae,Elysius,polystrigata,,Elysius polystrigata ,
Erebidae / Arctiinae,Elysius,proba,,Elysius proba ,
Erebidae / Arctiinae,Elysius,superba,,Elysius superba ,
Erebidae / Arctiinae,Elysius,thrailkilli,,Elysius thrailkilli ,
Erebidae / Arctiinae,Emurena,quinquepunctata,,Emurena quinquepunctata ,
Erebidae / Arctiinae,Emurena,tripunctata,,Emurena tripunctata ,
Erebidae / Arctiinae,Estigmene,acrea,mexicana,Estigmene acrea mexicana,
Erebidae / Arctiinae,Estigmene,albida,,Estigmene albida ,
Erebidae / Arctiinae,Eupseudosoma,aberrans,,Eupseudosoma aberrans ,
Erebidae / Arctiinae,Eupseudosoma,involuta,,Eupseudosoma involuta ,
Erebidae / Arctiinae,Evius,cochenouri,,Evius cochenouri ,
Erebidae / Arctiinae,Evius,hippia,,Evius hippia ,
Erebidae / Arctiinae,Glaucostola,guttipalpis,,Glaucostola guttipalpis ,
Erebidae / Arctiinae,Glaucostola,romula,,Glaucostola romula ,
Erebidae / Arctiinae,Gorgonidia,buckleyi,,Gorgonidia buckleyi ,
Erebidae / Arctiinae,Gorgonidia,helenae,,Gorgonidia helenae ,
Erebidae / Arctiinae,Graphea,marmorea,,Graphea marmorea ,
Erebidae / Arctiinae,Haemanota,haemabasis,,Haemanota haemabasis ,
Erebidae / Arctiinae,Haemaphlebiella,venata,,Haemaphlebiella venata ,
Erebidae / Arctiinae,Halysidota,atra,,Halysidota atra ,
Erebidae / Arctiinae,Halysidota,donahuei,,Halysidota donahuei ,
Erebidae / Arctiinae,Halysidota,fuliginosa,,Halysidota fuliginosa ,
Erebidae / Arctiinae,Halysidota,fumosa,,Halysidota fumosa ,
Erebidae / Arctiinae,Halysidota,intensa,,Halysidota intensa ,
Erebidae / Arctiinae,Halysidota,interlineata,,Halysidota interlineata ,
Erebidae / Arctiinae,Halysidota,orientalis,,Halysidota orientalis ,
Erebidae / Arctiinae,Halysidota,pectenella,,Halysidota pectenella ,
Erebidae / Arctiinae,Halysidota,schausi,,Halysidota schausi ,
Erebidae / Arctiinae,Halysidota,semibrunnea,,Halysidota semibrunnea ,
Erebidae / Arctiinae,Halysidota,underwoodi,,Halysidota underwoodi ,
Erebidae / Arctiinae,Hemihyalea,cornea,,Hemihyalea cornea ,
Erebidae / Arctiinae,Hiera,gyge,,Hiera gyge ,
Erebidae / Arctiinae,Hyperandra,excavata,,Hyperandra excavata ,
Erebidae / Arctiinae,Hypercompe,albescens,,Hypercompe albescens ,
Erebidae / Arctiinae,Hypercompe,caudata,,Hypercompe caudata ,
Erebidae / Arctiinae,Hypercompe,cotyora,,Hypercompe cotyora ,
Erebidae / Arctiinae,Hypercompe,ecpantherioides,,Hypercompe ecpantherioides ,
Erebidae / Arctiinae,Hypercompe,icasia,,Hypercompe icasia ,
Erebidae / Arctiinae,Hypercompe,laeta,,Hypercompe laeta ,
Erebidae / Arctiinae,Hypercompe,leucarctioides,,Hypercompe leucarctioides ,
Erebidae / Arctiinae,Hypercompe,magdalenae,,Hypercompe magdalenae ,
Erebidae / Arctiinae,Hypercompe,nemophila,,Hypercompe nemophila ,
Erebidae / Arctiinae,Hypercompe,perplexa,,Hypercompe perplexa ,
Erebidae / Arctiinae,Hyperthaema,haemacta,,Hyperthaema haemacta ,
Erebidae / Arctiinae,Hyperthaema,orbicularis,,Hyperthaema orbicularis ,
Erebidae / Arctiinae,Hyperthaema,sanguineata,,Hyperthaema sanguineata ,
Erebidae / Arctiinae,Hypocrisias,gemella,,Hypocrisias gemella ,
Erebidae / Arctiinae,Hyponerita,tipolis,,Hyponerita tipolis ,
Erebidae / Arctiinae,Idalus,aleteria,,Idalus aleteria ,
Erebidae / Arctiinae,Idalus,aletis,,Idalus aletis ,
Erebidae / Arctiinae,Idalus,borealis,,Idalus borealis ,
Erebidae / Arctiinae,Idalus,carinosa,,Idalus carinosa ,
Erebidae / Arctiinae,Idalus,crinis,,Idalus crinis ,
Erebidae / Arctiinae,Idalus,critheis,,Idalus critheis ,
Erebidae / Arctiinae,Idalus,dares,,Idalus dares ,
Erebidae / Arctiinae,Idalus,fasciipuncta,,Idalus fasciipuncta ,
Erebidae / Arctiinae,Idalus,herois,,Idalus herois ,
Erebidae / Arctiinae,Idalus,paulae,,Idalus paulae ,
Erebidae / Arctiinae,Idalus,perlineosa,,Idalus perlineosa ,
Erebidae / Arctiinae,Idalus,quadratus,,Idalus quadratus ,
Erebidae / Arctiinae,Idalus,tuisana,,Idalus tuisana ,
Erebidae / Arctiinae,Idalus,tybris,,Idalus tybris ,
Erebidae / Arctiinae,Idalus,vitreoides,,Idalus vitreoides ,
Erebidae / Arctiinae,Ischnocampa,admeta,,Ischnocampa admeta ,
Erebidae / Arctiinae,Ischnocampa,lugubris,,Ischnocampa lugubris ,
Erebidae / Arctiinae,Ischnocampa,mundator,,Ischnocampa mundator ,
Erebidae / Arctiinae,Ischnocampa,tristis,,Ischnocampa tristis ,
Erebidae / Arctiinae,Ischnognatha,leucapera,,Ischnognatha leucapera ,
Erebidae / Arctiinae,Kirrostola,metaxantha,,Kirrostola metaxantha ,
Erebidae / Arctiinae,Kirrostola,stevearonsoni,,Kirrostola stevearonsoni ,
Erebidae / Arctiinae,Leichosila,talamanca,,Leichosila talamanca ,
Erebidae / Arctiinae,Leichosila,wagneri,,Leichosila wagneri ,
Erebidae / Arctiinae,Leocephaluncus,elianahenrichae,,Leocephaluncus elianahenrichae ,
Erebidae / Arctiinae,Lepidokirbyia,vittipes,,Lepidokirbyia vittipes ,
Erebidae / Arctiinae,Leucanopsis,aurantiaca,,Leucanopsis aurantiaca ,
Erebidae / Arctiinae,Leucanopsis,cedon,,Leucanopsis cedon ,
Erebidae / Arctiinae,Leucanopsis,cirphis,,Leucanopsis cirphis ,
Erebidae / Arctiinae,Leucanopsis,flavorufa,,Leucanopsis flavorufa ,
Erebidae / Arctiinae,Leucanopsis,lacteogrisea,,Leucanopsis lacteogrisea ,
Erebidae / Arctiinae,Leucanopsis,martona,,Leucanopsis martona ,
Erebidae / Arctiinae,Leucanopsis,perdita,,Leucanopsis perdita ,
Erebidae / Arctiinae,Leucanopsis,stipulata,,Leucanopsis stipulata ,
Erebidae / Arctiinae,Leucanopsis,strigulosa,,Leucanopsis strigulosa ,
Erebidae / Arctiinae,Leucanopsis,tabernilla,,Leucanopsis tabernilla ,
Erebidae / Arctiinae,Leucanopsis,turrialba,,Leucanopsis turrialba ,
Erebidae / Arctiinae,Lophocampa,annulosa,,Lophocampa annulosa ,
Erebidae / Arctiinae,Lophocampa,atriceps,,Lophocampa atriceps ,
Erebidae / Arctiinae,Lophocampa,atrimaculata,,Lophocampa atrimaculata ,
Erebidae / Arctiinae,Lophocampa,catenulata,,Lophocampa catenulata ,
Erebidae / Arctiinae,Lophocampa,citrina,,Lophocampa citrina ,
Erebidae / Arctiinae,Lophocampa,debilis,,Lophocampa debilis ,
Erebidae / Arctiinae,Lophocampa,laroipa,,Lophocampa laroipa ,
Erebidae / Arctiinae,Lophocampa,maroniensis,,Lophocampa maroniensis ,
Erebidae / Arctiinae,Lophocampa,modesta,,Lophocampa modesta ,
Erebidae / Arctiinae,Lophocampa,montana,,Lophocampa montana ,
Erebidae / Arctiinae,Lophocampa,nimbifacta,,Lophocampa nimbifacta ,
Erebidae / Arctiinae,Lophocampa,pectina,,Lophocampa pectina ,
Erebidae / Arctiinae,Lophocampa,propinqua,,Lophocampa propinqua ,
Erebidae / Arctiinae,Lophocampa,subannula,,Lophocampa subannula ,
Erebidae / Arctiinae,Melese,amastris,,Melese amastris ,
Erebidae / Arctiinae,Melese,asana,,Melese asana ,
Erebidae / Arctiinae,Melese,chiriquensis,,Melese chiriquensis ,
Erebidae / Arctiinae,Melese,chozeba,,Melese chozeba ,
Erebidae / Arctiinae,Melese,flavimaculata,,Melese flavimaculata ,
Erebidae / Arctiinae,Melese,incertus,,Melese incertus ,
Erebidae / Arctiinae,Melese,intensa,,Melese intensa ,
Erebidae / Arctiinae,Melese,laodamia,,Melese laodamia ,
Erebidae / Arctiinae,Melese,monima,,Melese monima ,
Erebidae / Arctiinae,Melese,quadrina,,Melese quadrina ,
Erebidae / Arctiinae,Melese,sixola,,Melese sixola ,
Erebidae / Arctiinae,Melese,sotrema,,Melese sotrema ,
Erebidae / Arctiinae,Melese,underwoodi,,Melese underwoodi ,
Erebidae / Arctiinae,Melese,veneta,,Melese veneta ,
Erebidae / Arctiinae,Munona,carolinepalmerae,,Munona carolinepalmerae ,
Erebidae / Arctiinae,Munona,iridescens,,Munona iridescens ,
Erebidae / Arctiinae,Munona,robpuschendorfi,,Munona robpuschendorfi ,
Erebidae / Arctiinae,Neidalia,bifasciata,,Neidalia bifasciata ,
Erebidae / Arctiinae,Neidalia,dognini,,Neidalia dognini ,
Erebidae / Arctiinae,Neonerita,dorsipuncta,,Neonerita dorsipuncta ,
Erebidae / Arctiinae,Neonerita,pulchra,,Neonerita pulchra ,
Erebidae / Arctiinae,Nezula,grisea,,Nezula grisea ,
Erebidae / Arctiinae,Ochrodota,marina,,Ochrodota marina ,
Erebidae / Arctiinae,Ochrodota,melaniamunozae,,Ochrodota melaniamunozae ,
Erebidae / Arctiinae,Ochrodota,pronapides,,Ochrodota pronapides ,
Erebidae / Arctiinae,Onthyes,flavicosta,,Onthyes flavicosta ,
Erebidae / Arctiinae,Onthyes,pallidicosta,,Onthyes pallidicosta ,
Erebidae / Arctiinae,Onthyes,roseidorsata,,Onthyes roseidorsata ,
Erebidae / Arctiinae,Opharus,basalis,,Opharus basalis ,
Erebidae / Arctiinae,Opharus,belus,,Opharus belus ,
Erebidae / Arctiinae,Opharus,bimaculata,,Opharus bimaculata ,
Erebidae / Arctiinae,Opharus,consimilis,,Opharus consimilis ,
Erebidae / Arctiinae,Opharus,gemma,,Opharus gemma ,
Erebidae / Arctiinae,Opharus,procroides,,Opharus procroides ,
Erebidae / Arctiinae,Opharus,quadripunctata,,Opharus quadripunctata ,
Erebidae / Arctiinae,Opharus,roseistriga,,Opharus roseistriga ,
Erebidae / Arctiinae,Opharus,rudis,,Opharus rudis ,
Erebidae / Arctiinae,Opharus,tricyphoides,,Opharus tricyphoides ,
Erebidae / Arctiinae,Ordishia,fafner,,Ordishia fafner ,
Erebidae / Arctiinae,Ordishia,godmani,,Ordishia godmani ,
Erebidae / Arctiinae,Ordishia,rutila,,Ordishia rutila ,
Erebidae / Arctiinae,Ormetica,ataenia,,Ormetica ataenia ,
Erebidae / Arctiinae,Ormetica,guapisa,,Ormetica guapisa ,
Erebidae / Arctiinae,Ormetica,maura,,Ormetica maura ,
Erebidae / Arctiinae,Ormetica,pauperis,,Ormetica pauperis ,
Erebidae / Arctiinae,Ormetica,rothschildi,,Ormetica rothschildi ,
Erebidae / Arctiinae,Ormetica,sicilia,,Ormetica sicilia ,
Erebidae / Arctiinae,Ormetica,taniala,,Ormetica taniala ,
Erebidae / Arctiinae,Ormetica,temperata,,Ormetica temperata ,
Erebidae / Arctiinae,Ormetica,underwoodi,,Ormetica underwoodi ,
Erebidae / Arctiinae,Pachydota,albiceps,,Pachydota albiceps ,
Erebidae / Arctiinae,Pachydota,drucei,,Pachydota drucei ,
Erebidae / Arctiinae,Pachydota,inermis,,Pachydota inermis ,
Erebidae / Arctiinae,Pachydota,iodea,,Pachydota iodea ,
Erebidae / Arctiinae,Pachydota,punctata,,Pachydota punctata ,
Erebidae / Arctiinae,Pachydota,rosenbergi,,Pachydota rosenbergi ,
Erebidae / Arctiinae,Pachydota,saduca,,Pachydota saduca ,
Erebidae / Arctiinae,Parathyris,griseata,,Parathyris griseata ,
Erebidae / Arctiinae,Pareuchaetes,abbysmutnyae,,Pareuchaetes abbysmutnyae ,
Erebidae / Arctiinae,Pareuchaetes,georgegormani,,Pareuchaetes georgegormani ,
Erebidae / Arctiinae,Pareuchaetes,insulata,,Pareuchaetes insulata ,
Erebidae / Arctiinae,Pareuchaetes,misantlensis,,Pareuchaetes misantlensis ,
Erebidae / Arctiinae,Pelochyta,affinis,,Pelochyta affinis ,
Erebidae / Arctiinae,Pelochyta,amyeaderae,,Pelochyta amyeaderae ,
Erebidae / Arctiinae,Pelochyta,arontes,,Pelochyta arontes ,
Erebidae / Arctiinae,Pelochyta,cinerea,,Pelochyta cinerea ,
Erebidae / Arctiinae,Pelochyta,joseensis,,Pelochyta joseensis ,
Erebidae / Arctiinae,Pelochyta,misera,,Pelochyta misera ,
Erebidae / Arctiinae,Pelochyta,ruficollis,,Pelochyta ruficollis ,
Erebidae / Arctiinae,Pelochyta,timrichi,,Pelochyta timrichi ,
Erebidae / Arctiinae,Pelochyta,umbrata,,Pelochyta umbrata ,
Erebidae / Arctiinae,Phaeomolis,curvenal,,Phaeomolis curvenal ,
Erebidae / Arctiinae,Phaeomolis,lineatus,,Phaeomolis lineatus ,
Erebidae / Arctiinae,Phaeomolis,polystria,,Phaeomolis polystria ,
Erebidae / Arctiinae,Phaeomolis,vampa,,Phaeomolis vampa ,
Erebidae / Arctiinae,Pitane,fervens,,Pitane fervens ,
Erebidae / Arctiinae,Praeamastus,albicinctus,,Praeamastus albicinctus ,
Erebidae / Arctiinae,Pseudalus,strigatus,,Pseudalus strigatus ,
Erebidae / Arctiinae,Pseudepimolis,arcifera,,Pseudepimolis arcifera ,
Erebidae / Arctiinae,Pseudepimolis,incisa,,Pseudepimolis incisa ,
Erebidae / Arctiinae,Pseudohemihyalea,alba,,Pseudohemihyalea alba ,
Erebidae / Arctiinae,Pseudohemihyalea,anapheoides,,Pseudohemihyalea anapheoides ,
Erebidae / Arctiinae,Pseudohemihyalea,asignata,,Pseudohemihyalea asignata ,
Erebidae / Arctiinae,Pseudohemihyalea,carteronae,,Pseudohemihyalea carteronae ,
Erebidae / Arctiinae,Pseudohemihyalea,celsicola,,Pseudohemihyalea celsicola ,
Erebidae / Arctiinae,Pseudohemihyalea,corralesi,,Pseudohemihyalea corralesi ,
Erebidae / Arctiinae,Pseudohemihyalea,daraba,,Pseudohemihyalea daraba ,
Erebidae / Arctiinae,Pseudohemihyalea,despaignei,,Pseudohemihyalea despaignei ,
Erebidae / Arctiinae,Pseudohemihyalea,fuscescens,,Pseudohemihyalea fuscescens ,
Erebidae / Arctiinae,Pseudohemihyalea,incerta,,Pseudohemihyalea incerta ,
Erebidae / Arctiinae,Pseudohemihyalea,ochracea,,Pseudohemihyalea ochracea ,
Erebidae / Arctiinae,Pseudohemihyalea,schausi,,Pseudohemihyalea schausi ,
Erebidae / Arctiinae,Pseudohemihyalea,testacea,,Pseudohemihyalea testacea ,
Erebidae / Arctiinae,Pseudohemihyalea,variabilis,,Pseudohemihyalea variabilis ,
Erebidae / Arctiinae,Pseudopharus,cornelia,,Pseudopharus cornelia ,
Erebidae / Arctiinae,Pseudopharus,hades,,Pseudopharus hades ,
Erebidae / Arctiinae,Psychophasma,erosa,,Psychophasma erosa ,
Erebidae / Arctiinae,Purius,superpulverea,,Purius superpulverea ,
Erebidae / Arctiinae,Rhipha,chionoplaga,,Rhipha chionoplaga ,
Erebidae / Arctiinae,Rhipha,persimilis,,Rhipha persimilis ,
Erebidae / Arctiinae,Rhodorhipha,flammans,,Rhodorhipha flammans ,
Erebidae / Arctiinae,Robinsonia,bartolana,,Robinsonia bartolana ,
Erebidae / Arctiinae,Robinsonia,deiopea,,Robinsonia deiopea ,
Erebidae / Arctiinae,Robinsonia,dewitzi,,Robinsonia dewitzi ,
Erebidae / Arctiinae,Robinsonia,fogra,,Robinsonia fogra ,
Erebidae / Arctiinae,Robinsonia,mera,,Robinsonia mera ,
Erebidae / Arctiinae,Robinsonia,polyplagia,transducens,Robinsonia polyplagia transducens,
Erebidae / Arctiinae,Robinsonia,sanea,,Robinsonia sanea ,
Erebidae / Arctiinae,Scaptius,asteroides,,Scaptius asteroides ,
Erebidae / Arctiinae,Scaptius,chrysoperina,,Scaptius chrysoperina ,
Erebidae / Arctiinae,Scaptius,obscurata,,Scaptius obscurata ,
Erebidae / Arctiinae,Scaptius,vinasia,,Scaptius vinasia ,
Erebidae / Arctiinae,Selenarctia,elissa,,Selenarctia elissa ,
Erebidae / Arctiinae,Selenarctia,elissoides,,Selenarctia elissoides ,
Erebidae / Arctiinae,Selenarctia,flavidorsata,,Selenarctia flavidorsata ,
Erebidae / Arctiinae,Selenarctia,pseudelissa,,Selenarctia pseudelissa ,
Erebidae / Arctiinae,Selenarctia,schausi,,Selenarctia schausi ,
Erebidae / Arctiinae,Sutonocrea,lobifer,,Sutonocrea lobifer ,
Erebidae / Arctiinae,Sutonocrea,reducta,,Sutonocrea reducta ,
Erebidae / Arctiinae,Sychesia,dryas,,Sychesia dryas ,
Erebidae / Arctiinae,Sychesia,naias,,Sychesia naias ,
Erebidae / Arctiinae,Sychesia,pseudodryas,,Sychesia pseudodryas ,
Erebidae / Arctiinae,Symphlebia,aryllis,,Symphlebia aryllis ,
Erebidae / Arctiinae,Symphlebia,citrarius,,Symphlebia citrarius ,
Erebidae / Arctiinae,Symphlebia,creon,,Symphlebia creon ,
Erebidae / Arctiinae,Symphlebia,hyalina,,Symphlebia hyalina ,
Erebidae / Arctiinae,Symphlebia,ipsea,,Symphlebia ipsea ,
Erebidae / Arctiinae,Symphlebia,janecheverriae,,Symphlebia janecheverriae ,
Erebidae / Arctiinae,Symphlebia,muscosa,,Symphlebia muscosa ,
Erebidae / Arctiinae,Symphlebia,perflua,rosea,Symphlebia perflua rosea,
Erebidae / Arctiinae,Symphlebia,pyrgion,,Symphlebia pyrgion ,
Erebidae / Arctiinae,Symphlebia,suanoides,,Symphlebia suanoides ,
Erebidae / Arctiinae,Symphlebia,suanus,,Symphlebia suanus ,
Erebidae / Arctiinae,Symphlebia,tessellata,tessellata,Symphlebia tessellata tessellata,
Erebidae / Arctiinae,Symphlebia,underwoodi,,Symphlebia underwoodi ,
Erebidae / Arctiinae,Trichromia,amelia,,Trichromia amelia ,
Erebidae / Arctiinae,Trichromia,androconiata,,Trichromia androconiata ,
Erebidae / Arctiinae,Trichromia,atta,,Trichromia atta ,
Erebidae / Arctiinae,Trichromia,cardinalis,,Trichromia cardinalis ,
Erebidae / Arctiinae,Trichromia,cotes,,Trichromia cotes ,
Erebidae / Arctiinae,Trichromia,flexuosa,,Trichromia flexuosa ,
Erebidae / Arctiinae,Trichromia,leucoplaga,,Trichromia leucoplaga ,
Erebidae / Arctiinae,Trichromia,lophosticta,,Trichromia lophosticta ,
Erebidae / Arctiinae,Trichromia,metapyria,,Trichromia metapyria ,
Erebidae / Arctiinae,Trichromia,niobe,,Trichromia niobe ,
Erebidae / Arctiinae,Trichromia,parnelli,,Trichromia parnelli ,
Erebidae / Arctiinae,Trichromia,rhodocraspis,,Trichromia rhodocraspis ,
Erebidae / Arctiinae,Tricypha,imperialis,,Tricypha imperialis ,
Erebidae / Arctiinae,Turuptiana,annesmithae,,Turuptiana annesmithae ,
Erebidae / Arctiinae,Turuptiana,obliqua,,Turuptiana obliqua ,
Erebidae / Arctiinae,Utetheisa,ornatrix,,Utetheisa ornatrix ,
Erebidae / Arctiinae,Virbia,distincta,,Virbia distincta ,
Erebidae / Arctiinae,Virbia,fluminea,,Virbia fluminea ,
Erebidae / Arctiinae,Virbia,hypophaea,,Virbia hypophaea ,
Erebidae / Arctiinae,Virbia,medarda,,Virbia medarda ,
Erebidae / Arctiinae,Virbia,orola,,Virbia orola ,
Erebidae / Arctiinae,Virbia,rosenbergi,,Virbia rosenbergi ,
Erebidae / Arctiinae,Virbia,thersites,,Virbia thersites ,
Erebidae / Arctiinae,Virbia,underwoodi,,Virbia underwoodi ,
Erebidae / Arctiinae,Virbia,zonata,,Virbia zonata ,
Erebidae / Arctiinae,Viviennea,ardesiaca,,Viviennea ardesiaca ,
Erebidae / Arctiinae,Viviennea,salma,,Viviennea salma ,
