accepted_taxon_key,order_name,family_name,genus_name,species_name_provided,authority_name_provided,search_species_name,gbif_species_name,confidence,status,match_type,rank,source,n_imgs
1860989,Lepidoptera,Adelidae,Adela,Adela ridingsella,,Adela ridingsella,Adela ridingsella,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,101
1751932,Lepidoptera,Aididae,Aidos,Aidos amanda,,Aidos amanda,Aidos amanda,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,17
1751930,Lepidoptera,Aididae,Aidos,Aidos perfusa,,Aidos perfusa,Aidos perfusa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,9
1992397,Lepidoptera,Alucitidae,Alucita,Alucita mulciber,,Alucita mulciber,Alucita mulciber,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1868687,Lepidoptera,Apatelodidae,Drepatelodes,Drepatelodes tanais,,Drepatelodes tanais,Drepatelodes tanais,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1868689,Lepidoptera,Apatelodidae,Drepatelodes,Drepatelodes umbrilinea,,Drepatelodes umbrilinea,Drepatelodes umbrillinea,97,ACCEPTED,FUZZY,SPECIES,London19Oct2023,0
12209221,Lepidoptera,Apatelodidae,Pantelodes,Pantelodes centralamericana,,Pantelodes centralamericana,Pantelodes centralamericana,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,6
1868622,Lepidoptera,Apatelodidae,Hygrochroa,Pantelodes satellittia,,Pantelodes satellittia,Hygrochroa satellitia,96,SYNONYM,FUZZY,SPECIES,London19Oct2023,2
1868360,Lepidoptera,Bombycidae,Anticla,Anticla antica,,Anticla antica,Anticla antica,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,97
10423760,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes albipunctata,,Apatelodes albipunctata,Apatelodes albipunctata,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,18
10504421,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes ardeola,,Apatelodes ardeola,Apatelodes ardeola,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,5
8502531,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes cirna,,Apatelodes cirna,Apatelodes cirna,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,8
11962185,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes erotina,,Apatelodes erotina,Apatelodes erotina,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,0
1868575,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes firmiana,,Apatelodes firmiana,Hygrochroa firmiana,99,SYNONYM,EXACT,SPECIES,London19Oct2023,24
10366495,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes inviolata,,Apatelodes inviolata,Apatelodes inviolata,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,1
9632493,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes lapitha,,Apatelodes lapitha,Apatelodes lapitha,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,1
10121531,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes merlona,,Apatelodes merlona,Apatelodes merlona,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,1
9402822,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes pandara,,Apatelodes pandara,Apatelodes pandara,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,19
9556943,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes pandarioides,,Apatelodes pandarioides,Apatelodes pandarioides,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,29
11982744,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes paratima,,Apatelodes paratima,Apatelodes paratima,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,3
10517417,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes pudefacta,,Apatelodes pudefacta,Apatelodes pudefacta,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,160
10460325,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes tuisa,,Apatelodes tuisa,Apatelodes tuisa,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,0
10855646,Lepidoptera,Apatelodidae,Hygrochroa,Apatelodes turrialba,,Apatelodes turrialba,Apatelodes turrialba,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,3
9347147,Lepidoptera,Apatelodidae,Colabata,Ephoria lybia,,Ephoria lybia,Ephoria lybia,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,14
1868545,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera amoria,,Olceclostera amoria,Olceclostera amoria,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1868547,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera avangareza,,Olceclostera avangareza,Olceclostera avangareza,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1868539,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera azteca,,Olceclostera azteca,Olceclostera azteca,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
1868548,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera bifenestrata,,Olceclostera bifenestrata,Olceclostera bifenestrata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1868559,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera brama,,Olceclostera brama,Olceclostera brama,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,5
1868551,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera indentata,,Olceclostera indentata,Olceclostera indentata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,4
1868533,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera irrorata,,Olceclostera irrorata,Olceclostera irrorata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
1868552,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera magniplaga,,Olceclostera magniplaga,Olceclostera magniplaga,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,8
1868536,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera nigripuncta,,Olceclostera nigripuncta,Olceclostera nigripuncta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,11
1868546,Lepidoptera,Apatelodidae,Olceclostera,Olceclostera reperta,,Olceclostera reperta,Olceclostera reperta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,4
5125133,Lepidoptera,Apatelodidae,Zanola,Zanola elongata,,Zanola elongata,Zanola elongata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5125139,Lepidoptera,Apatelodidae,Zanola,Zanola fieldi,,Zanola fieldi,Zanola fieldi,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5125141,Lepidoptera,Apatelodidae,Zanola,Zanola verago,,Zanola verago,Zanola verago,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,21
10054647,Lepidoptera,Erebidae,Arctagyrta,Agaraea inconspicua,,Agaraea inconspicua,Agaraea inconspicua,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,2
10147705,Lepidoptera,Erebidae,Arctagyrta,Agaraea longicornis,,Agaraea longicornis,Agaraea longicornis,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,0
9105625,Lepidoptera,Erebidae,Arctagyrta,Agaraea minuta,,Agaraea minuta,Agaraea minuta,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,4
10197588,Lepidoptera,Erebidae,Arctagyrta,Agaraea schausi,,Agaraea schausi,Agaraea schausi,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,1
7535515,Lepidoptera,Erebidae,Arctagyrta,Agaraea semivitrea,,Agaraea semivitrea,Agaraea semivitrea,98,DOUBTFUL,EXACT,SPECIES,London19Oct2023,134
5117348,Lepidoptera,Erebidae,Amastus,Amastus aconia,,Amastus aconia,Amastus aconia,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,106
5117262,Lepidoptera,Erebidae,Amastus,Amastus episcotosia,,Amastus episcotosia,Amastus episcotosia,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,34
5117311,Lepidoptera,Erebidae,Amastus,Amastus flavicauda,,Amastus flavicauda,Amastus flavicauda,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,8
5117320,Lepidoptera,Erebidae,Amastus,Amastus rothschildi,,Amastus rothschildi,Amastus rothschildi,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
5117280,Lepidoptera,Erebidae,Amastus,Amastus suffusa,,Amastus suffusa,Amastus suffusa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
9606888,Lepidoptera,Erebidae,Amaxia,Amaxia alejandraloriae,,Amaxia alejandraloriae,Amaxia alejandraloriae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1814045,Lepidoptera,Erebidae,Amaxia,Amaxia apyga,,Amaxia apyga,Amaxia apyga,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,4
1814018,Lepidoptera,Erebidae,Amaxia,Amaxia bella,,Amaxia bella,Amaxia bella,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,6
9295872,Lepidoptera,Erebidae,Amaxia,Amaxia brendacasperae,,Amaxia brendacasperae,Amaxia brendacasperae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1814048,Lepidoptera,Erebidae,Amaxia,Amaxia carinosa,,Amaxia carinosa,Amaxia carinosa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,16
1814034,Lepidoptera,Erebidae,Amaxia,Amaxia chaon,,Amaxia chaon,Amaxia chaon,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,13
1814021,Lepidoptera,Erebidae,Amaxia,Amaxia consistens,,Amaxia consistens,Amaxia consistens,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,6
9354997,Lepidoptera,Erebidae,Amaxia,Amaxia josealfredohernandezi,,Amaxia josealfredohernandezi,Amaxia josealfredohernandezi,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1814052,Lepidoptera,Erebidae,Amaxia,Amaxia lepida,,Amaxia lepida,Amaxia lepida,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,13
1814056,Lepidoptera,Erebidae,Amaxia,Amaxia pandama,,Amaxia pandama,Amaxia pandama,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,20
1814047,Lepidoptera,Erebidae,Amaxia,Amaxia pyga,,Amaxia pyga,Amaxia pyga,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
9412071,Lepidoptera,Erebidae,Amaxia,Amaxia rocioecheverriae,,Amaxia rocioecheverriae,Amaxia rocioecheverriae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1814182,Lepidoptera,Erebidae,Ammalo,Ammalo helops,,Ammalo helops,Ammalo helops,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,137
1815307,Lepidoptera,Erebidae,Amphelarctia,Amphelarctia priscilla,,Amphelarctia priscilla,Amphelarctia priscilla,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,4
5114961,Lepidoptera,Erebidae,Apyre,Apyre separata,,Apyre separata,Apyre separata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
1804886,Lepidoptera,Erebidae,Araeomolis,Araeomolis rhodographa,,Araeomolis rhodographa,Araeomolis rhodographa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,7
1810804,Lepidoptera,Erebidae,Arctiarpia,Arctiarpia mossi,,Arctiarpia mossi,Arctiarpia mossi,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
1810446,Lepidoptera,Erebidae,Astralarctia,Astralarctia canalis,,Astralarctia canalis,Astralarctia canalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
9253826,Lepidoptera,Erebidae,Baritius,Baritius angelagonzalezae,,Baritius angelagonzalezae,Baritius angelagonzalezae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1807157,Lepidoptera,Erebidae,Baritius,Baritius eleuthera,,Baritius eleuthera,Baritius eleuthera,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1807153,Lepidoptera,Erebidae,Baritius,Baritius eleutheroides,,Baritius eleutheroides,Baritius eleutheroides,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
10409150,Lepidoptera,Erebidae,Baritius,Baritius grandis,,Baritius grandis,Baritius grandis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
9517295,Lepidoptera,Erebidae,Baritius,Baritius maribellealvarezae,,Baritius maribellealvarezae,Baritius maribellealvarezae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
9441615,Lepidoptera,Erebidae,Baritius,Baritius martajimenezae,,Baritius martajimenezae,Baritius martajimenezae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
7568484,Lepidoptera,Erebidae,Baritius,Baritius sannionis,,Baritius sannionis,Baritius sannionis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1817529,Lepidoptera,Erebidae,Bernathonomus,Bernathonomus aureopuncta,,Bernathonomus aureopuncta,Bernathonomus aureopuncta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1817532,Lepidoptera,Erebidae,Bernathonomus,Bernathonomus piperita,,Bernathonomus piperita,Bernathonomus piperita,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,7
5115488,Lepidoptera,Erebidae,Bertholdia,Bertholdia albipuncta,,Bertholdia albipuncta,Bertholdia albipuncta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,22
5115490,Lepidoptera,Erebidae,Bertholdia,Bertholdia crocea,,Bertholdia crocea,Bertholdia crocea,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
5115484,Lepidoptera,Erebidae,Bertholdia,Bertholdia fumida,,Bertholdia fumida,Bertholdia fumida,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,4
5115485,Lepidoptera,Erebidae,Bertholdia,Bertholdia myosticta,,Bertholdia myosticta,Bertholdia myosticta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
5115495,Lepidoptera,Erebidae,Bertholdia,Bertholdia philotera,,Bertholdia philotera,Bertholdia philotera,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
5115498,Lepidoptera,Erebidae,Bertholdia,Bertholdia specularis,,Bertholdia specularis,Bertholdia specularis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,18
5115500,Lepidoptera,Erebidae,Bertholdia,Bertholdia trigona,,Bertholdia trigona,Bertholdia trigona,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,237
5115491,Lepidoptera,Erebidae,Bertholdia,Bertholdia yashoquintela,,Bertholdia yashoquintela,Bertholdia yashoquintela,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
1816751,Lepidoptera,Erebidae,Biturix,Biturix pellucida,,Biturix pellucida,Biturix pellucida,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
1816747,Lepidoptera,Erebidae,Biturix,Biturix venosata,,Biturix venosata,Biturix venosata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,28
1809294,Lepidoptera,Erebidae,Carales,Carales astur,,Carales astur,Carales astur,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,217
1809033,Lepidoptera,Erebidae,Castrica,Castrica phalaenoides,,Castrica phalaenoides,Castrica phalaenoides,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,16
1812884,Lepidoptera,Erebidae,Phaio,Cercopimorpha sylva,,Cercopimorpha sylva,Phaio sylva,99,SYNONYM,EXACT,SPECIES,London19Oct2023,2
5115066,Lepidoptera,Erebidae,Chlorhoda,Chlorhoda metaleuca,,Chlorhoda metaleuca,Chlorhoda metaleuca,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1808648,Lepidoptera,Erebidae,Cissura,Cissura decora,,Cissura decora,Cissura decora,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,19
1808649,Lepidoptera,Erebidae,Cissura,Cissura plumbea,,Cissura plumbea,Cissura plumbea,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,8
1808093,Lepidoptera,Erebidae,Coiffaitarctia,Coiffaitarctia steniptera,,Coiffaitarctia steniptera,Coiffaitarctia steniptera,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,11
1809066,Lepidoptera,Erebidae,Cratoplastis,Cratoplastis diluta,,Cratoplastis diluta,Cratoplastis diluta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,50
1811393,Lepidoptera,Erebidae,Cresera,Cresera annulata,,Cresera annulata,Cresera annulata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
1811368,Lepidoptera,Erebidae,Cyanarctia,Cyanarctia flavinigra,,Cyanarctia flavinigra,Cyanarctia flavinigra,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,4
1806107,Lepidoptera,Erebidae,Echeta,Echeta excavata,,Echeta excavata,Echeta excavata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1811320,Lepidoptera,Erebidae,Elysius,Elysius conjunctus,,Elysius conjunctus,Elysius conjunctus,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1811312,Lepidoptera,Erebidae,Elysius,Elysius conspersus,,Elysius conspersus,Elysius conspersus,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,14
1811293,Lepidoptera,Erebidae,Elysius,Elysius disciplaga,,Elysius disciplaga,Elysius disciplaga,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1811315,Lepidoptera,Erebidae,Elysius,Elysius melanoplaga,,Elysius melanoplaga,Elysius melanoplaga,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,13
1811330,Lepidoptera,Erebidae,Elysius,Elysius proba,,Elysius proba,Elysius proba,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1811298,Lepidoptera,Erebidae,Elysius,Elysius superba,,Elysius superba,Elysius superba,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,5
1811301,Lepidoptera,Erebidae,Elysius,Elysius thrailkilli,,Elysius thrailkilli,Elysius thrailkilli,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1805590,Lepidoptera,Erebidae,Emurena,Emurena quinquepunctata,,Emurena quinquepunctata,Emurena quinquepunctata,98,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1805587,Lepidoptera,Erebidae,Emurena,Emurena tripunctata,,Emurena tripunctata,Emurena tripunctata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,5
1813415,Lepidoptera,Erebidae,Estigmene,Estigmene acrea,,Estigmene acrea,Estigmene acrea,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1000
1813413,Lepidoptera,Erebidae,Estigmene,Estigmene albida,,Estigmene albida,Estigmene albida,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,58
1803687,Lepidoptera,Erebidae,Eupseudosoma,Eupseudosoma aberrans,,Eupseudosoma aberrans,Eupseudosoma aberrans,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
1803688,Lepidoptera,Erebidae,Eupseudosoma,Eupseudosoma involuta,,Eupseudosoma involuta,Eupseudosoma involuta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,39
5116385,Lepidoptera,Erebidae,Evius,Evius cochenouri,,Evius cochenouri,Evius cochenouri,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
5116388,Lepidoptera,Erebidae,Evius,Evius hippia,,Evius hippia,Evius hippia,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,14
5114740,Lepidoptera,Erebidae,Glaucostola,Glaucostola guttipalpis,,Glaucostola guttipalpis,Glaucostola guttipalpis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,9
1815608,Lepidoptera,Erebidae,Gorgonidia,Gorgonidia buckleyi,,Gorgonidia buckleyi,Gorgonidia buckleyi,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,10
11604238,Lepidoptera,Erebidae,Gorgonidia,Gorgonidia helenae,,Gorgonidia helenae,Gorgonidia helenae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,7
1816954,Lepidoptera,Erebidae,Graphea,Graphea marmorea,,Graphea marmorea,Graphea marmorea,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,9
10202137,Lepidoptera,Erebidae,Haemanota,Haemanota haemabasis,,Haemanota haemabasis,Haemanota haemabasis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
1804904,Lepidoptera,Erebidae,Haemaphlebiella,Haemaphlebiella venata,,Haemaphlebiella venata,Haemaphlebiella venata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1814333,Lepidoptera,Erebidae,Halysidota,Halysidota atra,,Halysidota atra,Halysidota atra,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,7
1814325,Lepidoptera,Erebidae,Halysidota,Halysidota donahuei,,Halysidota donahuei,Halysidota donahuei,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1814361,Lepidoptera,Erebidae,Halysidota,Halysidota fuliginosa,,Halysidota fuliginosa,Halysidota fuliginosa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1814318,Lepidoptera,Erebidae,Halysidota,Halysidota fumosa,,Halysidota fumosa,Halysidota fumosa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
1814322,Lepidoptera,Erebidae,Halysidota,Halysidota intensa,,Halysidota intensa,Halysidota intensa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1814369,Lepidoptera,Erebidae,Halysidota,Halysidota interlineata,,Halysidota interlineata,Halysidota interlineata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,5
1814330,Lepidoptera,Erebidae,Halysidota,Halysidota orientalis,,Halysidota orientalis,Halysidota orientalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,15
1814334,Lepidoptera,Erebidae,Halysidota,Halysidota pectenella,,Halysidota pectenella,Halysidota pectenella,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1814359,Lepidoptera,Erebidae,Halysidota,Halysidota schausi,,Halysidota schausi,Halysidota schausi,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,118
1814342,Lepidoptera,Erebidae,Halysidota,Halysidota semibrunnea,,Halysidota semibrunnea,Halysidota semibrunnea,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1814341,Lepidoptera,Erebidae,Halysidota,Halysidota underwoodi,,Halysidota underwoodi,Halysidota underwoodi,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,4
1818464,Lepidoptera,Erebidae,Hemihyalea,Hemihyalea cornea,,Hemihyalea cornea,Hemihyalea cornea,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
5118042,Lepidoptera,Erebidae,Hiera,Hiera gyge,,Hiera gyge,Hiera gyge,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,4
1811100,Lepidoptera,Erebidae,Hypercompe,Hypercompe albescens,,Hypercompe albescens,Hypercompe albescens,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,10
1811019,Lepidoptera,Erebidae,Hypercompe,Hypercompe caudata,,Hypercompe caudata,Hypercompe caudata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,127
1811016,Lepidoptera,Erebidae,Hypercompe,Hypercompe cotyora,,Hypercompe cotyora,Hypercompe cotyora,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,10
1811036,Lepidoptera,Erebidae,Hypercompe,Hypercompe ecpantherioides,,Hypercompe ecpantherioides,Hypercompe ecpantherioides,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1811121,Lepidoptera,Erebidae,Hypercompe,Hypercompe icasia,,Hypercompe icasia,Hypercompe icasia,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,28
1811106,Lepidoptera,Erebidae,Hypercompe,Hypercompe laeta,,Hypercompe laeta,Hypercompe laeta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,39
1811078,Lepidoptera,Erebidae,Hypercompe,Hypercompe leucarctioides,,Hypercompe leucarctioides,Hypercompe leucarctioides,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1811041,Lepidoptera,Erebidae,Hypercompe,Hypercompe magdalenae,,Hypercompe magdalenae,Hypercompe magdalenae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,5
1810980,Lepidoptera,Erebidae,Hypercompe,Hypercompe nemophila,,Hypercompe nemophila,Hypercompe nemophila,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,44
1811069,Lepidoptera,Erebidae,Hypercompe,Hypercompe perplexa,,Hypercompe perplexa,Hypercompe perplexa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1817827,Lepidoptera,Erebidae,Hyperthaema,Hyperthaema haemacta,,Hyperthaema haemacta,Hyperthaema haemacta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1817839,Lepidoptera,Erebidae,Hyperthaema,Hyperthaema orbicularis,,Hyperthaema orbicularis,Hyperthaema orbicularis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
1817835,Lepidoptera,Erebidae,Hyperthaema,Hyperthaema sanguineata,,Hyperthaema sanguineata,Hyperthaema sanguineata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,9
1810740,Lepidoptera,Erebidae,Hypocrisias,Hypocrisias gemella,,Hypocrisias gemella,Hypocrisias gemella,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1808620,Lepidoptera,Erebidae,Hyponerita,Hyponerita tipolis,,Hyponerita tipolis,Hyponerita tipolis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1814661,Lepidoptera,Erebidae,Idalus,Idalus aleteria,,Idalus aleteria,Idalus aleteria,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,7
1814704,Lepidoptera,Erebidae,Idalus,Idalus borealis,,Idalus borealis,Idalus borealis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,5
1814677,Lepidoptera,Erebidae,Idalus,Idalus carinosa,,Idalus carinosa,Idalus carinosa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1814711,Lepidoptera,Erebidae,Idalus,Idalus crinis,,Idalus crinis,Idalus crinis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,41
1814692,Lepidoptera,Erebidae,Idalus,Idalus critheis,,Idalus critheis,Idalus critheis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,28
1814669,Lepidoptera,Erebidae,Idalus,Idalus dares,,Idalus dares,Idalus dares,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,22
1814717,Lepidoptera,Erebidae,Idalus,Idalus fasciipuncta,,Idalus fasciipuncta,Idalus fasciipuncta,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,9
1814665,Lepidoptera,Erebidae,Idalus,Idalus herois,,Idalus herois,Idalus herois,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,61
8954535,Lepidoptera,Erebidae,Idalus,Idalus paulae,,Idalus paulae,Idalus paulae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
1814683,Lepidoptera,Erebidae,Idalus,Idalus perlineosa,,Idalus perlineosa,Idalus perlineosa,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,8
1814708,Lepidoptera,Erebidae,Idalus,Idalus quadratus,,Idalus quadratus,Idalus quadratus,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1814676,Lepidoptera,Erebidae,Idalus,Idalus tuisana,,Idalus tuisana,Idalus tuisana,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,2
1814710,Lepidoptera,Erebidae,Idalus,Idalus tybris,,Idalus tybris,Idalus tybris,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
1814672,Lepidoptera,Erebidae,Idalus,Idalus vitreoides,,Idalus vitreoides,Idalus vitreoides,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
